kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags,snippet.defaultAudioLanguage,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultLanguage
Top Famous Tom Cruise's Lifestyle - YouTube
https://www.youtube.com/watch?v=pyitmqPGLXo
************************
Top Famous Gwyneth Paltrow's Lifestyle - YouTube
https://www.youtube.com/watch?v=YkylfNxNPiY
************************
Top Famous Jason Statham's Lifestyle - YouTube
https://www.youtube.com/watch?v=aLLgx6OXZDg
************************
Top Famous Sylvester Stallone's Lifestyle - YouTube
https://www.youtube.com/watch?v=Rk5Yn9IyDnU
************************
Top Famous Black Panther's Lifestyle - YouTube
https://www.youtube.com/watch?v=bmDc64EUqcM
************************
Top Famous Lisa Black Pink - YouTube
https://www.youtube.com/watch?v=0KhSgt2w7UY
************************
Top Famous Priyanka Chopra's Lifestyle - YouTube
https://www.youtube.com/watch?v=5LmVIueXFFU

Famous with attractive themes: wwe, wwe superstar, wwe tranfromation, Events, Weird, Hot Photos, Body Painting, Art Nude, Impressionist, Kids, Celebrities, Fashion,
Landscape, Portraits, Style Life, Real Name, Super Hero, Top Famous, Top 10, Top actors, Famous, Famous People, Daily life, graphics, ...
Subscribe today to not miss any compelling information.
If you like, please subscribe and shared for all to know!",PT4M26S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,66,0,0,0,"['top ten famous', 'movies', 'action', 'action movies', 'photos', 'childhood', 'actors', 'actress', 'singer', 'wrestler', 'football player', 'famous people', 'Then And Now', 'marvel superhero', 'superhero Avengers', 'Avengers', 'Avengers Endgame', 'avengers movies', 'marvel avengers', 'Iron Man', 'iron man', 'thor', 'hulk', 'Robert Downey Jr', 'Chris Evans', 'Thanos', 'Real Life', 'FaMous', 'Top Famous', 'gym4u', 'style life', 'End Game', 'lifestyle', 'kanye west', 'kim kardashian', 'watchmojo', 'Amber Heard', 'superhero movies', 'top 10']",en,https://i.ytimg.com/vi/mxT44D5Gr_0/maxresdefault.jpg,1280.0,720.0,
youtube#video,gg9rM31pTXKXSlkZM5jCpMCG2KA,pmiUCHnScNs,2021-06-29T11:00:20Z,UC3xuaxbfNOHOxDn2DwjD6mg,"Rhapsody of Fire- ""I'll Be Your Hero"" Reaction // Amber and Charisse React","Metal Head and Classically Trained Singer React to Rhapsody of Fire- ""I'll Be Your Hero""

Original Video- https://youtu.be/wmJfGp0IXKc

Paypal- https://www.paypal.com/paypalme/AmberandCharisse
1 Song- $15
2 Songs- $20
3 Songs- $25
Each Extra Song +$5 

Patreon- https://www.patreon.com/amberandcharisse

Twitter- https://twitter.com/ambrandcharisse

Facebook- https://www.facebook.com/Amber-and-Charisse-108927814258068/

Check out our gaming channel: https://www.youtube.com/channel/UC3-ZUmtGeHY231k46qrNBZA?fbclid=IwAR2WPwdXv_W6qyfwMuwYWny0uI6qI9JADwJNltPA7YpfwxeT_UvjL4wPxho",https://i.ytimg.com/vi/pmiUCHnScNs/default.jpg,120,90,https://i.ytimg.com/vi/pmiUCHnScNs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/pmiUCHnScNs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/pmiUCHnScNs/sddefault.jpg,640.0,480.0,Amber And Charisse React!,20,none,"Rhapsody of Fire- ""I'll Be Your Hero"" Reaction // Amber and Charisse React","Metal Head and Classically Trained Singer React to Rhapsody of Fire- ""I'll Be Your Hero""

Original Video- https://youtu.be/wmJfGp0IXKc

Paypal- https://www.paypal.com/paypalme/AmberandCharisse
1 Song- $15
2 Songs- $20
3 Songs- $25
Each Extra Song +$5 

Patreon- https://www.patreon.com/amberandcharisse

Twitter- https://twitter.com/ambrandcharisse

Facebook- https://www.facebook.com/Amber-and-Charisse-108927814258068/

Check out our gaming channel: https://www.youtube.com/channel/UC3-ZUmtGeHY231k46qrNBZA?fbclid=IwAR2WPwdXv_W6qyfwMuwYWny0uI6qI9JADwJNltPA7YpfwxeT_UvjL4wPxho",PT8M28S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,196,16,0,7,,,,,,
youtube#video,DbiLa2s_MkcZBOC0w5q6_4k2_f0,PO6-jO09CiY,2020-12-06T18:42:08Z,UC3uqxNQKyotfdz8Ko7admAA,my thoughts on amber heard,"at 0:20 when i say someoneâ€™s not a hero because of their race and or gender, i mean the type of business it is. say you help sick children and youâ€™re a black woman. youâ€™re a hero. but if youâ€™re a greedy company who prices products higher than they should be, youâ€™re not a hero.

-ssc",https://i.ytimg.com/vi/PO6-jO09CiY/default.jpg,120,90,https://i.ytimg.com/vi/PO6-jO09CiY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/PO6-jO09CiY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/PO6-jO09CiY/sddefault.jpg,640.0,480.0,UnStroodel,23,none,my thoughts on amber heard,"at 0:20 when i say someoneâ€™s not a hero because of their race and or gender, i mean the type of business it is. say you help sick children and youâ€™re a black woman. youâ€™re a hero. but if youâ€™re a greedy company who prices products higher than they should be, youâ€™re not a hero.

-ssc",PT1M3S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,27,5,0,1,,,https://i.ytimg.com/vi/PO6-jO09CiY/maxresdefault.jpg,1280.0,720.0,
youtube#video,Q55JeqN3Zu_VBHqi9obk2Ays0Ok,q1rCDRj9K94,2021-11-18T01:37:13Z,UCQMbf4NfHCJO0WP8NpSqgCA,LEGO Marvel Super Heroes Walkthrough Part 1 Amber SMASH! (Nintendo Switch) co-op gameplay,"LEGO Marvel Super Heroes Gameplay Walkthrough Part 1 Nintendo Switch. Join the Kwings as they look at October 2021's Re-release of the HIT 2013 Lego Game! Spider-Man, IronMan, Captain America, HULK, Wolverine and all thier Marvelous Pals are back and now on Your Nintendo Switch!

LEGO Marvel Switch Guide - https://www.youtube.com/playlist?list=PLX_Cone6vbMGLBUBj7Yk6eWw4NSrU6d91 

âš¡Join our Free Newsletter - http://kwingsletsplays.com 

**Become an Official Member ** - https://www.youtube.com/channel/UCQMbf4NfHCJO0WP8NpSqgCA/join
ğŸ‘  Become a member to get awesome perks!
ğŸ® Members-only Community Posts!
ğŸ˜ Exclusive Badge and Emoji!
ğŸ Discord Access

0:00 Intro
2:00 IronMan 
4:00 Level 1
16:01 Train Terminal 
21:20 Spiderman
27:17 Sandman
30:52 NIck Fury Cleanup
32:52 Loki 
34:36 Hellicarrier 
36:00 NYC Park
40:11 Level 2 Baxter Building 
48:53 Baxter Rooftops 
1:01:50 JJJ scene
1:02:53 Daily Bugle 
1:08:46 Doc Ock
1:12:20 Crime Never Pays 
1:14:00 Black Widow 

If you love MARVEL , don't forget to like, comment & subscribe. Thanks for watching.

ğŸ”¥ NEW MERCH - https://the-kwings.creator-spring.com/?

SUBSCRIBE For New videos Every DAY & Turn On Notifications ğŸ”” - http://bit.ly/kwingslp
----------------------------------------------------------------
â—Patreon - https://www.patreon.com/TheKwings
â—Kwing Merch - https://shop.spreadshirt.com/kwingsletsplays/
â—Twitter - http://www.twitter.com/kwingsletsplays
â—Twitch - https://www.twitch.tv/kwingsgaming
â—Instagram - https://www.instagram.com/kwingsletsplays/
â—Facebook - https://www.facebook.com/knightwing01
-----------------------------------------------------------------
""Thanks Wing Dings For Watching our Daily Videos!"" - The Kwings

#MarvelComics #Spiderman #LegoMarvelSuperHeroes #Kwingsletsplays 

""Thanks for Watching our Daily Videos!"" - The Kwings

Stream Opening & Ending Music by Karl Casey @ White Bat Audio",https://i.ytimg.com/vi/q1rCDRj9K94/default.jpg,120,90,https://i.ytimg.com/vi/q1rCDRj9K94/mqdefault.jpg,320,180,https://i.ytimg.com/vi/q1rCDRj9K94/hqdefault.jpg,480,360,https://i.ytimg.com/vi/q1rCDRj9K94/sddefault.jpg,640.0,480.0,KwingsLetsPlays,20,none,LEGO Marvel Super Heroes Walkthrough Part 1 Amber SMASH! (Nintendo Switch) co-op gameplay,"LEGO Marvel Super Heroes Gameplay Walkthrough Part 1 Nintendo Switch. Join the Kwings as they look at October 2021's Re-release of the HIT 2013 Lego Game! Spider-Man, IronMan, Captain America, HULK, Wolverine and all thier Marvelous Pals are back and now on Your Nintendo Switch!

LEGO Marvel Switch Guide - https://www.youtube.com/playlist?list=PLX_Cone6vbMGLBUBj7Yk6eWw4NSrU6d91 

âš¡Join our Free Newsletter - http://kwingsletsplays.com 

**Become an Official Member ** - https://www.youtube.com/channel/UCQMbf4NfHCJO0WP8NpSqgCA/join
ğŸ‘  Become a member to get awesome perks!
ğŸ® Members-only Community Posts!
ğŸ˜ Exclusive Badge and Emoji!
ğŸ Discord Access

0:00 Intro
2:00 IronMan 
4:00 Level 1
16:01 Train Terminal 
21:20 Spiderman
27:17 Sandman
30:52 NIck Fury Cleanup
32:52 Loki 
34:36 Hellicarrier 
36:00 NYC Park
40:11 Level 2 Baxter Building 
48:53 Baxter Rooftops 
1:01:50 JJJ scene
1:02:53 Daily Bugle 
1:08:46 Doc Ock
1:12:20 Crime Never Pays 
1:14:00 Black Widow 

If you love MARVEL , don't forget to like, comment & subscribe. Thanks for watching.

ğŸ”¥ NEW MERCH - https://the-kwings.creator-spring.com/?

SUBSCRIBE For New videos Every DAY & Turn On Notifications ğŸ”” - http://bit.ly/kwingslp
----------------------------------------------------------------
â—Patreon - https://www.patreon.com/TheKwings
â—Kwing Merch - https://shop.spreadshirt.com/kwingsletsplays/
â—Twitter - http://www.twitter.com/kwingsletsplays
â—Twitch - https://www.twitch.tv/kwingsgaming
â—Instagram - https://www.instagram.com/kwingsletsplays/
â—Facebook - https://www.facebook.com/knightwing01
-----------------------------------------------------------------
""Thanks Wing Dings For Watching our Daily Videos!"" - The Kwings

#MarvelComics #Spiderman #LegoMarvelSuperHeroes #Kwingsletsplays 

""Thanks for Watching our Daily Videos!"" - The Kwings

Stream Opening & Ending Music by Karl Casey @ White Bat Audio",PT1H17M44S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,10382,487,0,38,"['LEGO Marvel Super Heroes', 'Nintendo Switch', 'Lego Marvel', 'Lego Marvel Part 1', 'LEGO Marvel Super Heroes Walkthrough Part 1', 'Lego Marvel Nintendo Switch', 'Lego Marvel Super Heroes Review', 'Lego Marvel Nintendo Switch Part 1', 'Spider-Man', 'IronMan', 'Captain America', 'HULK', 'Black Widow', 'Guardians of the Galaxy', 'Lego Marvel Walkthrough', ""Let's Play Lego Marvel"", 'Lego Marvel Gameplay Nintendo Switch', 'Kwingsletsplays', 'Lego Marvel Kwingsletsplays', 'Lego Marvel Review']",en-US,,,,
youtube#video,T7PaB1HCDLnOjvwhxe1R0YtZ05g,q44tCsE6S9w,2019-08-13T20:38:34Z,UCAVgFwnRKj2Ny8M2emfYm9w,Amber Heard stories   via #AmberHeard Twitter â¤ï¸ #Mera #Aquaman #hero #superhero #in,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and whoâ€™s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",https://i.ytimg.com/vi/q44tCsE6S9w/default.jpg,120,90,https://i.ytimg.com/vi/q44tCsE6S9w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/q44tCsE6S9w/hqdefault.jpg,480,360,https://i.ytimg.com/vi/q44tCsE6S9w/sddefault.jpg,640.0,480.0,Celebrity Scoop,24,none,Amber Heard stories   via #AmberHeard Twitter â¤ï¸ #Mera #Aquaman #hero #superhero #in,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and whoâ€™s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",PT16S,2d,sd,false,True,rectangular,processed,public,youtube,True,False,False,17,,0,0,,,,,,
youtube#video,tABsT0Yy5bFphhTHdtCMdF7uELI,vJb-rDdWEwY,2021-11-07T12:45:01Z,UCIvutj6kl1nD8ZOrafVAJkw,ProcÃ¨s Johnny Depp : cette petite victoire c.o.n.tre Amber Heard qu'il vient de remporter,"-Merci d'avoir regardÃ© la vidÃ©o
-Aide-moi Ã  aimer + suivre cette chaÃ®ne + partager cette vidÃ©o
-Merci beaucoup",https://i.ytimg.com/vi/vJb-rDdWEwY/default.jpg,120,90,https://i.ytimg.com/vi/vJb-rDdWEwY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/vJb-rDdWEwY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/vJb-rDdWEwY/sddefault.jpg,640.0,480.0,Nouvelles gÃ©nÃ©rales,22,none,ProcÃ¨s Johnny Depp : cette petite victoire c.o.n.tre Amber Heard qu'il vient de remporter,"-Merci d'avoir regardÃ© la vidÃ©o
-Aide-moi Ã  aimer + suivre cette chaÃ®ne + partager cette vidÃ©o
-Merci beaucoup",PT2M31S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,11,0,0,0,"['Edouard Philippe', 'Jean-Michel Blanquer', 'Blanquer Brigitte', 'Macron Bernard', 'Cazeneuve', 'Xavier Bertrand', 'Jean-Luc MÃ©lenchon', 'Mask Singer', 'Bertrand-Kamal']",,https://i.ytimg.com/vi/vJb-rDdWEwY/maxresdefault.jpg,1280.0,720.0,
youtube#video,BDv8BqVCvOQ1Asj3GAhb4K-LhBI,xOynI9R_wJ0,2014-01-28T02:27:53Z,UCb1onJAGRtkkANYZHkbMwdw,bBooth TV Singing & Music Mariah Carey Hero by Amber Austria,"http://www.bbooth.com/
bBooth is ""Bringing Hollywood to Your Hometown"" through a fun, easy-to-use, professional quality television recording booth where everyone has the chance to bDiscovered!
 
From bBooth TV Singing & Music comes a new performance of Mariah Carey Hero by singer Amber Austria from Ontario Mills
 
About Amber Austria:
Hi, my name is Amber Austria. Music is my life:)
 
Join us on Facebook!
https://www.facebook.com/pages/bBooth/547616435306803
 
Follow us on Twitter!
https://twitter.com/bBoothTV
 
Check us out on Pinterest!
http://www.pinterest.com/bBoothTV/
 
Check us out on Instagram!
http://instagram.com/bboothtv
 
 
bSeen. bHeard. bDiscovered. bBooth.",https://i.ytimg.com/vi/xOynI9R_wJ0/default.jpg,120,90,https://i.ytimg.com/vi/xOynI9R_wJ0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/xOynI9R_wJ0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/xOynI9R_wJ0/sddefault.jpg,640.0,480.0,bBooth,10,none,bBooth TV Singing & Music Mariah Carey Hero by Amber Austria,"http://www.bbooth.com/
bBooth is ""Bringing Hollywood to Your Hometown"" through a fun, easy-to-use, professional quality television recording booth where everyone has the chance to bDiscovered!
 
From bBooth TV Singing & Music comes a new performance of Mariah Carey Hero by singer Amber Austria from Ontario Mills
 
About Amber Austria:
Hi, my name is Amber Austria. Music is my life:)
 
Join us on Facebook!
https://www.facebook.com/pages/bBooth/547616435306803
 
Follow us on Twitter!
https://twitter.com/bBoothTV
 
Check us out on Pinterest!
http://www.pinterest.com/bBoothTV/
 
Check us out on Instagram!
http://instagram.com/bboothtv
 
 
bSeen. bHeard. bDiscovered. bBooth.",PT4M14S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,556,8,0,0,"['Mariah Carey Hero', 'Ontario', 'Mills', 'Amber', 'Austria', 'bbooth', 'bbooth tv', 'audition', 'be seen', 'be heard', 'be discovered', 'talent', 'mall', 'booth tv', 'singing', 'music', 'bands', 'vocalists', 'musical acts']",,https://i.ytimg.com/vi/xOynI9R_wJ0/maxresdefault.jpg,1280.0,720.0,
youtube#video,YFlRNkzFfTQBaDnPhlEWXLs0zus,Y3Gx8zcSRu0,2019-01-31T21:35:30Z,UCXpC5mwNHY9dnoXw3628eRA,I'm with you until the end  - Amber Heard as Piper,"Amber is really amazing in this movie and I felt inspired. It's been a while since I made a video and I'm actually happy with the result, even tho it's just a short video.


***I don't own anything, this is just fan made***",https://i.ytimg.com/vi/Y3Gx8zcSRu0/default.jpg,120,90,https://i.ytimg.com/vi/Y3Gx8zcSRu0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Y3Gx8zcSRu0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Y3Gx8zcSRu0/sddefault.jpg,640.0,480.0,xEvcaFaithx,24,none,I'm with you until the end  - Amber Heard as Piper,"Amber is really amazing in this movie and I felt inspired. It's been a while since I made a video and I'm actually happy with the result, even tho it's just a short video.


***I don't own anything, this is just fan made***",PT38S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,506,13,0,0,"['amber heard', ""I'm with you until the end"", 'drive angry', 'fanvideo']",,https://i.ytimg.com/vi/Y3Gx8zcSRu0/maxresdefault.jpg,1280.0,720.0,
youtube#video,AMO7cS-rxoJvMWiiOaaB-Dd8Q3s,yWceUv94XNo,2021-05-24T23:33:23Z,UCLX8FL6y_ghZao0zPzqAAYA,The moment amber found out mark is a super hero,"#invincible #theory 
 I think she heard this whole convo and still gave mark a hard time for no reason 


Created by InShot:https://inshotapp.com/share/youtube.html",https://i.ytimg.com/vi/yWceUv94XNo/default.jpg,120,90,https://i.ytimg.com/vi/yWceUv94XNo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/yWceUv94XNo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/yWceUv94XNo/sddefault.jpg,640.0,480.0,Joshman267 Spawn of kami,20,none,The moment amber found out mark is a super hero,"#invincible #theory 
 I think she heard this whole convo and still gave mark a hard time for no reason 


Created by InShot:https://inshotapp.com/share/youtube.html",PT1M10S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,True,8,1,0,0,['#InShot'],,https://i.ytimg.com/vi/yWceUv94XNo/maxresdefault.jpg,1280.0,720.0,
